16.000,1336.14034,5760.021576
16.005,1086.882235,5673.519196
16.010,834.7413844,5597.427484
16.015,570.3443766,5521.938315
16.020,313.1235062,5439.158885
16.025,143.5684471,5384.063113
16.030,95.47244326,5347.522686
16.035,74.26347992,5319.568302
16.040,314.0969744,5354.181518
16.045,755.4481397,5433.70236
16.050,1121.622163,5468.0895
16.055,1409.265247,5486.081473
16.060,1628.564002,5485.614602
16.065,1670.5604,5409.332194
16.070,1273.639578,5203.582653
16.075,619.9201967,4980.424583
16.080,288.1116063,4975.485962
16.085,-52.83182972,4944.462485
16.090,-456.1745671,4873.927454
16.095,-545.9666582,4870.721443
16.100,-486.910673,4879.88312
16.105,-195.4719131,4953.13592
16.110,-53.5852435,4918.181919
16.115,42.93543231,4867.949794
16.120,-54.09930185,4794.110861
16.125,-286.9100252,4745.415083
16.130,-438.0638954,4710.45398
16.135,-478.6995624,4717.66009
16.140,-427.1308883,4722.335699
16.145,-271.7021137,4738.603624
16.150,-101.6222062,4760.205874
16.155,85.24257826,4768.956485
16.160,181.481536,4749.836471
16.165,273.6177426,4715.445516
16.170,369.7743835,4694.232314
16.175,472.7492207,4675.521481
16.180,661.7536191,4661.168232
16.185,855.6329413,4642.899284
16.190,1164.108189,4709.755633
16.195,1421.028622,4778.566646
16.200,1580.884941,4792.597512
16.205,1712.656801,4791.28476
16.210,1597.359636,4685.580752
16.215,1119.677454,4490.335288
16.220,213.0105203,4235.055134
16.225,-290.885256,4082.488338
16.230,-577.9850206,3997.608724
16.235,-803.4417061,3948.040242
16.240,-558.5366999,4027.585906
16.245,-104.1947144,4162.63626
16.250,237.9422047,4253.419057
16.255,533.8098912,4335.853003
16.260,734.5259972,4318.630199
16.265,606.6791181,4219.260867
16.270,264.0486749,4093.75111
16.275,-131.6847324,4023.430052
16.280,-557.3430285,3917.794212
16.285,-817.1234955,3900.464463
16.290,-1042.212111,3903.367437
16.295,-986.8468798,3960.871619
16.300,-765.25827,4010.509919
16.305,-537.8489889,4036.629456
16.310,-363.4939016,4063.288959
16.315,-249.8848075,4057.771824
16.320,-217.9230333,4014.012468
16.325,-364.0898279,3939.689629
16.330,-702.897255,3783.666567
16.335,-906.8019855,3709.880844
16.340,-1022.141461,3714.012088
16.345,-1103.015291,3713.007768
16.350,-1134.646058,3742.93071
16.355,-1124.560475,3787.7852
16.360,-991.3741238,3861.002616
16.365,-858.8619767,3929.86833
16.370,-701.5347373,3972.683983
16.375,-588.8555455,3971.46775
16.380,-504.3332559,3962.047796
16.385,-390.6354122,3989.99915
16.390,-287.8865918,4021.179025
16.395,-127.5963924,4071.64914
16.400,109.3372165,4172.533277
16.405,364.5642073,4310.527722
16.410,619.0502904,4478.516009
16.415,831.5711058,4660.774402
16.420,957.5892858,4785.809298
16.425,941.4174176,4835.533973
16.430,969.2682016,4896.402592
16.435,1033.831333,4955.433985
16.440,1324.121373,5091.516822
16.445,1737.798894,5279.946949
16.450,2332.543682,5513.62558
16.455,2590.547078,5612.164191
16.460,2780.182328,5701.022374
16.465,2727.908559,5725.676711
16.470,2318.301156,5696.372411
16.475,1672.199954,5614.407596
16.480,1359.355812,5696.516438
16.485,1053.852298,5759.457244
16.490,895.0777463,5808.537025
16.495,1082.735416,5932.100935
16.500,1345.601402,6040.31295
16.505,1767.280939,6201.895146
16.510,1904.782993,6240.777335
16.515,1995.801562,6283.311523
16.520,1988.440775,6355.997293
16.525,1614.564125,6330.171502
16.530,1434.077083,6381.110262
16.535,1272.005135,6428.760813
16.540,1241.839601,6506.746551
16.545,1120.270811,6525.421222
16.550,1074.271052,6660.310104
16.555,1065.961169,6639.721605
16.560,1255.885797,6756.748325
16.565,1480.632508,6765.489468
16.570,1734.736811,6890.262011
16.575,2035.999658,6899.499447
16.580,2158.716391,6966.206088
16.585,2287.263373,6881.773549
16.590,2293.66188,6923.791727
16.595,2272.780809,6755.17744
16.600,2175.969437,6749.081814
16.605,1865.290293,6561.26953
16.610,1561.078449,6472.535081
16.615,1106.8165,6291.530665
16.620,793.0560645,6253.800118
16.625,411.5116753,6120.8925
16.630,192.0099297,6031.95952
16.635,51.03816172,5892.824446
16.640,230.1204005,5881.235266
16.645,636.4851708,5863.907342
16.650,769.0703818,5837.583133
16.655,787.3646912,5706.045152
16.660,681.7965592,5629.318182
16.665,332.5740915,5384.52949
16.670,92.78607378,5196.40963
16.675,-850.4942289,4680.234594
16.680,-1251.945506,4570.808958
16.685,-1995.865326,4448.934907
16.690,-2454.829091,4408.810362
16.695,-2748.203333,4372.163666
16.700,-2764.621044,4395.598648
16.705,-2541.442712,4335.602461
16.710,-2197.838399,4339.728662
16.715,-1898.312769,4254.704166
16.720,-1789.529404,4234.648715
16.725,-1726.521104,4171.533159
16.730,-1847.602947,4077.513049
16.735,-2008.472543,3988.884293
16.740,-2308.531918,3909.345632
16.745,-2733.620887,3873.964443
16.750,-3069.377624,3839.692099
16.755,-3307.793041,3802.509435
16.760,-3395.119269,3815.866713
16.765,-3408.997381,3841.928944
16.770,-3422.558956,3861.999134
16.775,-3458.281598,3866.804275
16.780,-3457.221004,3865.045713
16.785,-3404.003494,3897.498676
16.790,-3378.387636,3917.806401
16.795,-3409.128283,3874.533755
16.800,-3565.024028,3793.426825
16.805,-3922.385172,3642.401064
16.810,-4182.377228,3624.110562
16.815,-4492.008224,3557.48548
16.820,-4656.906976,3540.236977
16.825,-4798.939303,3502.920036
16.830,-4784.163253,3472.303648
16.835,-4666.78375,3454.655995
16.840,-4518.79857,3438.676268
16.845,-4467.354082,3394.923125
16.850,-4434.948246,3337.955327
16.855,-4462.60241,3275.91806
16.860,-4578.474719,3181.658193
16.865,-4618.255644,3119.501676
16.870,-4640.640778,3072.799862
16.875,-4662.881647,3037.534569
16.880,-4640.891751,3019.134945
16.885,-4587.044824,2998.462618
16.890,-4520.830603,2976.884393
16.895,-4433.106655,2977.515073
16.900,-4264.696581,3017.333716
16.905,-3935.460039,3143.867257
16.910,-3396.490857,3315.228033
16.915,-2977.953001,3389.929574
16.920,-2685.454888,3409.400879
16.925,-2501.361485,3431.623579
16.930,-2386.628388,3434.704505
16.935,-2527.565449,3395.603047
16.940,-2864.619775,3353.912337
16.945,-3128.867118,3289.989313
16.950,-3319.694527,3223.619322
16.955,-3517.810207,3178.600343
16.960,-3517.022168,3217.012414
16.965,-3272.292474,3307.318152
16.970,-2925.717405,3383.692457
16.975,-2709.811671,3455.174487
16.980,-2511.923898,3554.710515
16.985,-2429.192957,3639.822535
16.990,-2538.538764,3628.497072
16.995,-2824.375933,3576.262849
17.000,-3015.053702,3621.303435
17.005,-3159.247674,3681.273328
17.010,-3242.05393,3774.521853
17.015,-3331.143734,3849.852359
17.020,-3382.427576,3911.349143
17.025,-3049.646365,4045.594487
17.030,-2763.344396,4197.345191
17.035,-2581.593726,4302.424658
17.040,-2421.730756,4381.29277
17.045,-2257.024478,4441.707426
17.050,-2134.994246,4505.864931
17.055,-2106.225547,4586.101646
17.060,-2109.231495,4689.916818
17.065,-2167.826408,4801.17622
17.070,-2299.472232,4841.936715
17.075,-2430.41688,4867.538207
17.080,-2537.31759,4896.81972
17.085,-2610.447493,4944.270958
17.090,-2681.561555,4972.072737
17.095,-2700.176201,4963.329274
17.100,-2624.943348,4946.372553
17.105,-2539.633528,4885.759116
