16.000,476724.8693,478162.5318
16.005,475467.7144,477119.2077
16.010,474590.8729,476491.7912
16.015,474083.9269,476210.6149
16.020,473893.1558,476216.2235
16.025,474217.3381,476774.1514
16.030,475308.6737,478130.5355
16.035,477429.0286,480452.1035
16.040,480755.9976,484040.9127
16.045,483385.9994,486853.2904
16.050,484195.984,487822.5868
16.055,484118.4946,487913.332
16.060,482778.2283,486706.554
16.065,480246.5774,484299.4857
16.070,475390.3574,479529.762
16.075,471546.9684,475721.9621
16.080,469960.7314,474172.8488
16.085,470164.7193,474445.1898
16.090,472406.0724,476748.8856
16.095,476782.1985,481126.4222
16.100,480933.6403,485280.2523
16.105,483066.6739,487464.2801
16.110,483216.4021,487705.8079
16.115,481769.5458,486263.0559
16.120,478625.1201,483122.1085
16.125,476436.6021,480928.9671
16.130,475695.183,480214.0643
16.135,475719.3497,480225.8374
16.140,476496.3901,481049.0529
16.145,477518.6322,482122.4546
16.150,478238.7711,482895.8836
16.155,478761.1229,483519.5662
16.160,478818.8911,483692.8763
16.165,478701.9458,483708.9973
16.170,478737.3742,483881.7279
16.175,479357.8168,484612.3122
16.180,480364.9396,485764.8193
16.185,481737.6082,487251.3899
16.190,483743.5369,489399.642
16.195,485639.2453,491408.537
16.200,486197.8052,492058.6021
16.205,486037.4905,492008.9469
16.210,483877.698,489989.0332
16.215,479301.3331,485519.9012
16.220,475346.8098,481665.3476
16.225,473934.8149,480322.0962
16.230,473984.7702,480440.8653
16.235,475865.4863,482381.2455
16.240,481256.5415,487840.8395
16.245,485754.8468,492358.1785
16.250,487684.3316,494312.0139
16.255,487983.8021,494659.4823
16.260,486671.73,493361.2101
16.265,482642.1222,489370.9862
16.270,478285.3254,485065.3411
16.275,474751.4551,481564.6061
16.280,473131.6745,479957.0966
16.285,473173.7568,479982.9651
16.290,475319.7073,482136.6171
16.295,479052.7303,485890.4059
16.300,481612.0443,488506.4461
16.305,483447.9008,490404.8686
16.310,483902.9235,490903.8668
16.315,483110.6544,490206.7311
16.320,480991.7623,488166.5463
16.325,478244.057,485489.6427
16.330,476048.834,483391.4257
16.335,475352.6134,482822.6541
16.340,475278.1034,482875.12
16.345,475732.7976,483470.0318
16.350,477298.8317,485157.8072
